EVENT_AFECT,VARIEDAD,MET_SIEMB,CANT_SEM,CABALLONEO,NIVELACION,ARADO,TIPO_RIEGO,FRAC_FERT,N_TOTAL,P2O5_TOTAL,K2O_TOTAL,CONTEO_HERB,CONTEO_INS_FUN,DENS_AP,CIC,pH,TEXTURA,PREC_ACUM,TEMP_MIN_PROM,TEMP_MAX_PROM,HUM_REL_PROM,RAD_SOL_ACUM,MANEJO_RESID,REND
Ninguno,Otro,Voleo_mecanizado,180.0,No,No,No,Inundacion,1,16.0,4.5,4.5,1,0,1.36,26.4,5.4,FAr,521.8376987576485,22.584700439453076,30.718667968749937,61.10388208007812,2312028296.0,Quemados,5.075
Sequía,Fedearroz_67,Voleo_manual,180.0,Si,No,Si,Inundacion,1,86.0,0.0,0.0,1,1,1.37,18.5,5.3,FAr,507.5750755229965,22.673740145055213,30.807721244998035,60.7830556854,2245752403.0,Quemados,4.375
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,Si,Si,Si,Corrido,1,25.0,0.0,37.5,1,0,1.37,15.0,5.4,FAr,472.2780305333436,22.34594997829856,30.436557798032347,62.89227820502387,2541884328.0,Quemados,4.5
Ninguno,Fedearroz_67,Voleo_mecanizado,170.0,Si,Si,Si,Corrido,1,13.67142857142857,4.242857142857144,18.38571428571429,1,0,1.37,15.2,5.3,FAr,407.5201118020341,23.024538397019864,31.21835307459672,56.25811499934043,2286520141.0,Retirados,8.0
Ninguno,Otro,Voleo_mecanizado,160.0,Si,Si,Si,Corrido,1,109.71428571428572,30.85714285714285,30.85714285714285,1,0,1.38,17.9,5.5,FAr,544.361196924001,22.58700100038105,30.482484498062696,63.60758534873404,2265799849.0,Incorporados,6.160714285714286
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,Si,Si,Si,Corrido,1,32.0,9.0,9.0,1,0,1.36,17.2,5.4,FAr,452.4168228395283,22.77285719195612,30.460027720627224,62.6635382198593,1862941114.0,Incorporados,6.25
Ninguno,Otro,Voleo_mecanizado,160.0,No,No,Si,Corrido,1,46.0,0.0,0.0,1,0,1.38,16.7,5.5,FAr,460.92822401598096,22.81051499450087,30.488045227643305,62.337580412336926,1859557220.0,Quemados,5.625
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,Si,No,Si,Corrido,1,32.0,9.0,9.0,2,0,1.4,13.4,5.5,FAr,569.3698479253799,23.093804931640577,31.3110383510589,57.34736290574074,2338417018.0,Quemados,6.875
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,No,Si,Si,Corrido,1,32.0,9.0,9.0,1,0,1.38,14.1,5.4,FAr,440.857521392405,22.455379486083935,30.34736150105789,62.90427014033,2233214786.0,Quemados,7.0
Ninguno,Otro,Voleo_mecanizado,200.0,Si,Si,Si,Corrido,1,27.0,27.0,27.0,2,0,1.4,15.9,5.4,FAr,369.1132854474709,23.19140450613834,32.109097871326206,51.87734346541147,2430966154.0,Incorporados,7.4375
Ninguno,Fedearroz_67,Voleo_mecanizado,190.0,Si,Si,Si,Corrido,1,32.0,9.0,9.0,1,0,1.37,14.2,5.4,FAr,380.95816710125655,23.08788877975104,31.960555013020773,53.202670163886495,2476640755.0,Quemados,6.5625
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,Si,Si,Si,Corrido,1,102.4,28.8,28.8,2,0,1.07,19.4,5.1,FAr,378.2507108449936,17.2780366443452,23.021925378224157,69.32036321125334,2003065327.0,Incorporados,7.0
Ninguno,Fedearroz_67,Voleo_mecanizado,150.0,Si,Si,Si,Corrido,1,128.0,36.0,36.0,1,0,1.25,20.2,5.5,FAr,205.02354168891907,21.999817246657116,29.97854502751272,55.14140965388371,1976226280.0,Quemados,5.625
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,Si,Si,Si,Corrido,1,24.5025,8.53875,6.6825,2,0,1.39,17.3,5.5,FAr,361.6331393597648,23.108812895275253,31.992324102492507,52.70308013189407,2072992352.0,Retirados,6.875
Ninguno,Fedearroz_67,Voleo_mecanizado,190.0,Si,Si,Si,Corrido,1,72.41142857142857,52.04571428571428,67.88571428571429,1,0,1.36,16.1,5.5,FAr,579.8729574419558,22.77060890197748,30.6280351638794,61.15274226665497,3024580282.0,Incorporados,7.232142857142857
Ninguno,Fedearroz_67,Voleo_mecanizado,150.0,Si,Si,Si,Corrido,1,64.0,18.0,18.0,1,0,1.39,19.4,5.6,FAr,453.30039501190186,22.39944864908849,30.780663045247334,59.252274926503496,2291847361.0,Quemados,9.1875
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,Si,No,No,Corrido,1,72.0,72.0,72.0,1,0,1.4,16.8,5.5,FAr,383.6534404754639,22.2263546413845,30.540094236343567,61.0472659156436,2431613911.0,Quemados,5.75
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,No,Si,Si,Corrido,1,140.25,29.7,29.7,2,0,1.39,15.7,5.6,FAr,492.1843237876892,22.439222815728908,30.885018182569876,58.71236567343435,2379267703.0,Quemados,8.125
Ninguno,Fedearroz_67,Voleo_mecanizado,190.0,Si,Si,Si,Corrido,1,9.0,9.0,29.0,2,0,1.38,17.9,5.4,FAr,493.4649209976196,22.46649431501111,30.88399094012599,58.39515214807847,2285968072.0,Quemados,8.3125
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,No,Si,Si,Corrido,1,21.25,11.5,15.0,1,0,1.27,12.5,5.3,FAr,570.7622199654579,23.31638878592604,31.636141277229655,56.304869352466,2609271534.0,Quemados,7.5
Ninguno,Otro,Voleo_mecanizado,180.0,No,No,Si,Corrido,1,184.0,0.0,0.0,1,0,1.27,12.5,5.3,FAr,241.0426588058472,22.84511148641394,31.430702896956507,57.03633155403556,1713883733.0,Otro,6.666666666666667
Sequía,Fedearroz_2000,Voleo_mecanizado,190.0,Si,No,Si,Corrido,1,234.66666666666669,168.66666666666669,220.0,1,0,1.25,12.5,5.3,FAr,507.1644768714905,23.31283993478544,32.565784363827404,49.3159289602506,2377165238.0,Retirados,5.625
Ninguno,Otro,Trasplante_manual,,No,No,No,Inundacion,3,18.611111111111114,0.0,16.666666666666668,2,1,1.35,18.5,5.5,FAr,495.9837786182761,23.42975129158261,30.998670565697395,59.70806820161881,2235105376.0,Quemados,7.5625
Ninguno,Otro,Voleo_manual,,No,No,No,Inundacion,1,128.57142857142856,30.0,30.0,2,1,1.35,18.5,5.5,FAr,495.9837786182761,23.42975129158261,30.998670565697395,59.70806820161881,2235105376.0,Retirados,6.071428571428571
Ninguno,Otro,Trasplante_manual,,No,No,No,Inundacion,2,76.0,9.0,39.0,1,0,1.32,15.2,5.3,FAr,292.2226600944996,23.439092951948886,31.62654569892468,56.39314339750557,1770536909.0,Otro,7.0
Otro,Otro,Trasplante_manual,120.0,No,No,No,Inundacion,1,97.5,18.0,18.0,1,0,1.32,15.2,5.3,FAr,453.5938412547112,23.327806024965984,31.330548095703065,58.10823460454526,2160796863.0,Retirados,8.875
Ninguno,Otro,Trasplante_manual,,No,No,No,Inundacion,1,150.5,27.0,27.0,0,1,1.38,16.7,5.4,FAr,365.7879267632961,23.40330961494032,31.638396035471224,55.91258120793168,1733083512.0,Otro,6.25
Ninguno,Otro,Trasplante_manual,125.0,No,No,No,Inundacion,2,82.0,18.0,35.0,3,1,1.32,21.1,5.5,FAr,609.0024158358574,22.983665406858712,29.94398066533075,64.19269257087213,2679007703.0,Retirados,3.4375
Ninguno,Otro,Trasplante_manual,100.0,No,No,No,Inundacion,4,109.5,49.5,49.5,1,0,1.39,21.9,5.5,FAr,353.6312443614006,23.93265834901388,32.482814732993475,52.59843054050353,1572882894.0,Retirados,7.5
Ninguno,Otro,Voleo_manual,250.0,No,No,No,Inundacion,1,23.288888888888888,0.8,0.8,2,1,1.31,15.1,5.4,FAr,318.0682085598819,23.277673996135714,32.08010221091644,51.62237454486149,1772096872.0,Quemados,6.25
Ninguno,Otro,Voleo_manual,100.0,No,No,No,Inundacion,2,164.0,30.0,30.0,1,0,1.3,23.2,5.4,FAr,537.3738474622369,23.02057599208147,30.872010034368884,60.3221575714821,2378359048.0,Otro,3.5
Ninguno,Otro,Trasplante_manual,150.0,No,No,No,Inundacion,1,115.2,32.4,32.4,2,0,1.35,16.8,5.4,FAr,499.5100124739111,23.035698966669795,30.871791783774714,60.00931480841908,2262003186.0,Otro,2.4
Ninguno,Otro,Voleo_manual,,No,No,No,Inundacion,1,17.77777777777778,5.0,5.0,0,0,1.36,15.4,5.3,FAr,471.5740925967693,23.69444082936928,32.88349353421113,48.24570984994212,2394497673.0,Quemados,0.6666666666666666
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,No,No,No,Inundacion,2,34.800000000000004,24.0,0.0,1,0,1.24,21.5,5.3,FAr,289.5158520564437,23.119166023500465,31.542767399613528,54.58141310496997,1715265506.0,Otro,1.9625
Ninguno,Otro,Voleo_mecanizado,140.0,No,No,No,Otro,1,109.33333333333334,24.0,100.0,1,1,1.35,16.4,5.2,FAr,445.7070296108722,22.432270428417123,30.499797144944043,61.63981457842075,2282040538.0,Quemados,5.5
Ninguno,Otro,Voleo_mecanizado,250.0,No,No,No,Inundacion,1,24.0,24.0,24.0,1,0,1.4,16.1,5.4,FAr,447.1660923138261,22.676042113265325,30.492396260083147,61.00192549170517,2276698690.0,Quemados,5.833333333333333
Ninguno,Fedearroz_67,Voleo_mecanizado,300.0,No,No,No,Corrido,1,80.0,0.0,0.0,1,0,1.41,16.0,5.4,FAr,483.4123136997223,22.93716367638624,32.02192425935172,51.56820110652757,3551305307.0,Quemados,7.333333333333333
Ninguno,Fedearroz_67,Siembra_en_surco,180.0,No,No,No,Inundacion,1,11.166666666666668,0.0,10.000000000000002,1,0,1.4,19.3,5.5,FAr,546.5584999639541,23.09984269801189,31.34308069740848,57.14712139842956,2245479473.0,Retirados,2.5
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,No,Si,No,Corrido,2,24.0,24.0,24.0,1,0,1.4,14.6,5.4,FAr,495.5200402736664,22.78667188741388,31.52641255006946,56.701114169621874,2208048094.0,Quemados,7.5
Ninguno,Fedearroz_67,Voleo_mecanizado,150.0,No,No,No,Corrido,3,67.5,45.00000000000001,45.00000000000001,2,0,1.39,16.2,5.5,FAr,505.3593373141484,23.070996043721134,31.273159990154276,57.68310575016209,2226831529.0,Quemados,6.160714285714287
Ninguno,Fedearroz_67,Voleo_mecanizado,170.0,No,No,No,Corrido,1,102.85714285714286,102.85714285714286,102.85714285714286,2,1,1.37,14.8,5.3,FAr,593.0789372045547,23.12161851040148,31.38194078548928,56.943555284840194,2356825086.0,Otro,6.25
Sequía,Fedearroz_67,Voleo_mecanizado,180.0,No,Si,No,Corrido,1,56.0,24.0,46.66666666666667,1,1,1.4,14.6,5.4,FAr,495.1473577022553,22.977439775539665,32.12274095375114,53.14237268462436,2496449796.0,Quemados,4.0
Ninguno,Fedearroz_67,Voleo_mecanizado,170.0,No,Si,No,Corrido,1,82.0,36.0,36.0,1,2,1.41,13.6,5.4,FAr,369.71873807907104,22.4000922851562,31.10011547851557,60.25830798339844,2366945783.0,Quemados,7.5
Ninguno,Fedearroz_67,Voleo_mecanizado,180.0,No,Si,No,Inundacion,1,198.0,36.0,70.0,1,3,1.4,14.6,5.4,FAr,795.3562108594924,22.836832915759423,31.05978550311651,59.76592988394648,3384746916.0,Quemados,8.125
Ninguno,Fedearroz_67,Voleo_mecanizado,200.0,No,Si,No,Corrido,1,18.0,18.0,18.0,1,1,1.39,16.5,5.5,FAr,620.0679952222854,22.9581122856635,31.10162595278257,58.86564911185921,2827586992.0,Retirados,7.5
Ninguno,Fedearroz_68,Voleo_mecanizado,230.0,Si,No,No,Corrido,3,65.33333333333334,27.0,67.0,1,1,1.15,21.8,4.9,FAr,373.7344462275505,19.486224017879785,25.84416146627281,65.81521172252128,2079058788.0,Quemados,6.25
Otro,Otro,Voleo_mecanizado,200.0,No,No,No,Corrido,1,33.5,1.5,0.0,2,2,0.91,27.0,5.3,FAr,231.98725039884448,14.773828928094142,21.50044550310097,70.36505227339894,2159317780.0,Quemados,6.25
Ninguno,Otro,Voleo_mecanizado,180.0,No,No,No,Corrido,1,66.0,66.0,66.0,1,1,0.89,30.9,5.1,FAr,419.0081763267517,14.671511791598387,21.594338497038763,70.08810409422844,2356582251.0,Retirados,7.5
Ninguno,Otro,Voleo_mecanizado,180.0,No,No,No,Inundacion,4,116.6,9.2,0.0,2,2,1.27,12.4,5.3,Ar,420.1779272314161,22.995444808467703,31.749308727633515,50.51151989352319,1816706612.0,Retirados,7.375
